client_id,age,job,marital,education,credit_default,mortgage,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome,last_contact_date
2260,30,admin_,married,university_degree,False,True,907,2,0,False,93.994,4.856,False,2022-05-23
2261,34,technician,married,university_degree,False,False,200,1,0,False,93.994,4.856,False,2022-05-25
2262,43,technician,single,professional_course,False,False,139,1,0,False,93.994,4.856,False,2022-05-27
2263,38,blue-collar,married,basic_6y,False,True,147,1,0,False,93.994,4.856,False,2022-05-25
2264,35,admin_,single,university_degree,False,True,153,1,0,False,93.994,4.856,False,2022-05-16
2265,26,admin_,single,high_school,False,False,109,1,0,False,93.994,4.856,False,2022-05-04
2266,31,blue-collar,married,basic_9y,False,True,97,2,0,False,93.994,4.856,False,2022-05-22
2267,55,unemployed,married,basic_4y,False,True,164,1,0,False,93.994,4.856,False,2022-05-11
2268,59,housemaid,married,basic_4y,False,False,70,1,0,False,93.994,4.856,False,2022-05-02
2269,28,blue-collar,single,basic_9y,False,False,71,1,0,False,93.994,4.856,False,2022-05-25
2270,48,blue-collar,married,basic_9y,False,True,723,1,0,False,93.994,4.856,False,2022-05-22
2271,37,services,married,basic_9y,False,True,518,1,0,False,93.994,4.856,False,2022-05-01
2272,35,blue-collar,married,basic_6y,False,False,147,1,0,False,93.994,4.856,False,2022-05-08
2273,30,admin_,single,high_school,False,True,101,1,0,False,93.994,4.856,False,2022-05-05
2274,30,admin_,single,high_school,False,False,142,1,0,False,93.994,4.856,False,2022-05-01
2275,32,admin_,single,university_degree,False,False,1346,1,0,False,93.994,4.856,True,2022-05-15
2276,53,admin_,married,high_school,False,True,520,1,0,False,93.994,4.856,False,2022-05-06
2277,34,blue-collar,married,basic_4y,False,False,611,2,0,False,93.994,4.856,False,2022-05-21
2278,51,unemployed,married,basic_9y,False,True,66,1,0,False,93.994,4.856,False,2022-05-12
2279,43,admin_,married,high_school,False,True,135,3,0,False,93.994,4.856,False,2022-05-16
2280,54,retired,divorced,basic_4y,False,True,276,2,0,False,93.994,4.856,False,2022-05-27
2281,45,services,single,professional_course,False,False,449,1,0,False,93.994,4.856,False,2022-05-17
2282,46,management,single,university_degree,False,False,98,1,0,False,93.994,4.856,False,2022-05-03
2283,57,admin_,divorced,university_degree,False,True,105,1,0,False,93.994,4.856,False,2022-05-22
2284,34,admin_,divorced,university_degree,False,False,382,2,0,False,93.994,4.856,False,2022-05-09
2285,33,housemaid,married,basic_4y,False,False,213,1,0,False,93.994,4.856,False,2022-05-26
2286,48,admin_,married,high_school,False,True,116,1,0,False,93.994,4.856,False,2022-05-30
2287,37,unknown,married,university_degree,False,False,249,3,0,False,93.994,4.856,False,2022-05-12
2288,33,self-employed,married,university_degree,False,True,50,1,0,False,93.994,4.856,False,2022-05-27
2289,36,admin_,single,university_degree,False,False,138,1,0,False,93.994,4.856,False,2022-05-18
2290,48,unknown,married,basic_4y,False,False,375,1,0,False,93.994,4.856,False,2022-05-16
2291,28,blue-collar,single,basic_9y,False,True,49,1,0,False,93.994,4.856,False,2022-05-15
2292,30,admin_,single,university_degree,False,True,178,2,0,False,93.994,4.856,False,2022-05-04
2293,31,management,single,university_degree,False,False,169,1,0,False,93.994,4.856,False,2022-05-28
2294,51,unemployed,married,basic_9y,False,False,1386,1,0,False,93.994,4.856,False,2022-05-20
2295,26,admin_,married,high_school,False,False,155,1,0,False,93.994,4.856,False,2022-05-12
2296,40,blue-collar,married,basic_6y,False,False,120,1,0,False,93.994,4.856,False,2022-05-12
2297,40,blue-collar,married,basic_6y,False,True,203,1,0,False,93.994,4.856,False,2022-05-29
2298,51,blue-collar,divorced,basic_4y,False,False,244,1,0,False,93.994,4.856,False,2022-05-04
2299,30,blue-collar,single,basic_9y,False,True,428,1,0,False,93.994,4.856,False,2022-05-11
2300,34,entrepreneur,married,professional_course,False,True,53,1,0,False,93.994,4.856,False,2022-05-25
2301,51,blue-collar,divorced,basic_4y,False,False,360,1,0,False,93.994,4.856,False,2022-05-26
2302,39,admin_,single,high_school,False,False,215,1,0,False,93.994,4.856,False,2022-05-23
2303,57,blue-collar,married,basic_4y,False,False,500,2,0,False,93.994,4.856,False,2022-05-18
2304,33,technician,divorced,high_school,False,False,207,1,0,False,93.994,4.856,False,2022-05-19
2305,33,management,married,basic_4y,False,True,568,4,0,False,93.994,4.856,True,2022-05-01
2306,22,blue-collar,single,basic_6y,False,False,270,1,0,False,93.994,4.856,False,2022-05-07
2307,38,admin_,married,university_degree,False,False,154,1,0,False,93.994,4.856,False,2022-05-17
2308,56,technician,married,basic_4y,False,False,272,1,0,False,93.994,4.856,False,2022-05-26
2309,45,services,married,high_school,False,False,229,1,0,False,93.994,4.856,False,2022-05-24
2310,50,technician,married,professional_course,False,False,108,1,0,False,93.994,4.856,False,2022-05-14
2311,28,admin_,married,university_degree,False,True,210,1,0,False,93.994,4.856,False,2022-05-11
2312,53,technician,married,professional_course,False,True,383,1,0,False,93.994,4.856,False,2022-05-22
2313,39,self-employed,married,basic_4y,False,True,3366,3,0,False,93.994,4.856,False,2022-05-16
2314,33,technician,divorced,professional_course,False,False,259,6,0,False,93.994,4.856,False,2022-05-15
2315,38,management,married,basic_9y,False,True,1000,1,0,False,93.994,4.856,True,2022-05-21
2316,35,admin_,single,high_school,False,True,618,1,0,False,93.994,4.856,True,2022-05-31
2317,28,blue-collar,married,basic_9y,False,False,237,1,0,False,93.994,4.856,False,2022-05-16
2318,30,technician,single,university_degree,False,False,106,1,0,False,93.994,4.856,False,2022-05-29
2319,37,admin_,single,university_degree,False,False,351,1,0,False,93.994,4.856,False,2022-05-12
2320,42,housemaid,married,high_school,False,True,218,1,0,False,93.994,4.856,False,2022-05-07
2321,35,services,single,high_school,False,False,198,1,0,False,93.994,4.856,False,2022-05-21
2322,48,admin_,divorced,high_school,False,False,284,2,0,False,93.994,4.856,False,2022-05-03
2323,41,technician,married,professional_course,False,True,190,1,0,False,93.994,4.856,False,2022-05-02
2324,26,blue-collar,married,basic_9y,False,False,295,1,0,False,93.994,4.856,False,2022-05-17
2325,26,blue-collar,single,high_school,False,False,106,1,0,False,93.994,4.856,False,2022-05-27
2326,47,blue-collar,married,basic_4y,False,False,93,1,0,False,93.994,4.856,False,2022-05-19
2327,58,retired,married,,False,False,174,1,0,False,93.994,4.856,False,2022-05-31
2328,58,retired,married,,False,False,124,1,0,False,93.994,4.856,False,2022-05-05
2329,54,management,divorced,university_degree,False,True,62,3,0,False,93.994,4.856,False,2022-05-21
2330,38,blue-collar,single,basic_9y,False,True,2231,1,0,False,93.994,4.856,True,2022-05-25
2331,40,technician,divorced,university_degree,False,True,217,1,0,False,93.994,4.856,False,2022-05-13
2332,35,admin_,married,university_degree,False,True,343,1,0,False,93.994,4.856,False,2022-05-15
2333,35,blue-collar,married,basic_9y,False,False,227,4,0,False,93.994,4.856,False,2022-05-21
2334,34,admin_,married,professional_course,False,True,248,2,0,False,93.994,4.856,False,2022-05-20
2335,28,technician,married,high_school,False,False,180,1,0,False,93.994,4.856,False,2022-05-28
2336,36,services,single,basic_9y,False,True,117,1,0,False,93.994,4.856,False,2022-05-11
2337,42,admin_,single,high_school,False,False,205,1,0,False,93.994,4.856,False,2022-05-13
2338,37,technician,single,university_degree,False,True,370,1,0,False,93.994,4.856,False,2022-05-31
2339,45,services,married,basic_9y,False,False,427,1,0,False,93.994,4.856,False,2022-05-24
2340,48,self-employed,married,basic_9y,False,True,289,2,0,False,93.994,4.856,False,2022-05-04
2341,53,technician,married,professional_course,False,True,170,1,0,False,93.994,4.856,False,2022-05-20
2342,42,technician,married,basic_6y,False,True,705,1,0,False,93.994,4.856,False,2022-05-11
2343,53,technician,married,professional_course,False,True,198,1,0,False,93.994,4.856,False,2022-05-15
2344,53,technician,married,professional_course,False,True,247,1,0,False,93.994,4.856,False,2022-05-16
2345,33,blue-collar,divorced,basic_6y,False,True,226,1,0,False,93.994,4.856,False,2022-05-16
2346,30,unknown,single,university_degree,False,False,213,1,0,False,93.994,4.856,False,2022-05-27
2347,34,admin_,married,university_degree,False,False,174,1,0,False,93.994,4.856,False,2022-05-14
2348,48,technician,married,high_school,False,False,166,1,0,False,93.994,4.856,False,2022-05-21
2349,34,admin_,married,university_degree,False,False,373,1,0,False,93.994,4.856,False,2022-05-28
2350,49,services,divorced,basic_9y,False,True,259,1,0,False,93.994,4.856,False,2022-05-05
2351,48,technician,married,high_school,False,False,340,1,0,False,93.994,4.856,False,2022-05-08
2352,38,blue-collar,single,university_degree,False,False,392,1,0,False,93.994,4.856,False,2022-05-21
2353,44,technician,married,professional_course,False,True,245,1,0,False,93.994,4.856,False,2022-05-11
2354,36,blue-collar,married,basic_9y,False,False,136,1,0,False,93.994,4.856,False,2022-05-23
2355,44,blue-collar,divorced,basic_4y,False,True,148,1,0,False,93.994,4.856,False,2022-05-04
2356,50,self-employed,married,university_degree,False,True,137,1,0,False,93.994,4.856,False,2022-05-10
2357,38,blue-collar,single,university_degree,False,False,456,1,0,False,93.994,4.856,False,2022-05-22
2358,41,technician,married,professional_course,False,True,107,1,0,False,93.994,4.856,False,2022-05-09
2359,45,blue-collar,married,basic_4y,False,False,44,1,0,False,93.994,4.856,False,2022-05-25
2360,53,admin_,married,university_degree,False,True,118,1,0,False,93.994,4.856,False,2022-05-30
2361,36,entrepreneur,married,university_degree,False,True,135,1,0,False,93.994,4.856,False,2022-05-11
2362,45,services,married,high_school,False,True,276,1,0,False,93.994,4.856,False,2022-05-03
2363,34,services,married,basic_9y,False,True,150,2,0,False,93.994,4.856,False,2022-05-12
2364,37,blue-collar,married,professional_course,False,False,118,1,0,False,93.994,4.856,False,2022-05-04
2365,25,technician,single,university_degree,False,True,38,1,0,False,93.994,4.856,False,2022-05-28
2366,35,admin_,divorced,university_degree,False,False,232,3,0,False,93.994,4.856,False,2022-05-30
2367,34,admin_,married,university_degree,False,False,1167,1,0,False,93.994,4.856,False,2022-05-20
2368,32,unknown,married,basic_6y,False,False,39,2,0,False,93.994,4.856,False,2022-05-02
2369,32,admin_,divorced,high_school,False,False,325,1,0,False,93.994,4.856,False,2022-05-25
2370,39,self-employed,single,university_degree,False,False,311,1,0,False,93.994,4.856,False,2022-05-15
2371,36,admin_,married,high_school,False,False,147,1,0,False,93.994,4.856,False,2022-05-22
2372,46,entrepreneur,married,university_degree,False,True,125,1,0,False,93.994,4.856,False,2022-05-08
2373,56,entrepreneur,married,university_degree,False,False,98,1,0,False,93.994,4.856,False,2022-05-29
2374,37,technician,single,basic_9y,False,False,93,1,0,False,93.994,4.856,False,2022-05-12
2375,37,technician,single,basic_9y,False,False,83,1,0,False,93.994,4.856,False,2022-05-12
2376,39,blue-collar,married,high_school,False,True,67,1,0,False,93.994,4.856,False,2022-05-09
2377,52,services,married,,False,False,77,1,0,False,93.994,4.856,False,2022-05-22
2378,39,services,married,,False,False,191,1,0,False,93.994,4.856,False,2022-05-01
2379,52,services,married,,False,False,144,1,0,False,93.994,4.856,False,2022-05-07
2380,51,technician,married,professional_course,False,False,20,1,0,False,93.994,4.856,False,2022-05-26
2381,42,technician,single,,False,False,27,1,0,False,93.994,4.856,False,2022-05-10
2382,34,technician,married,high_school,False,False,174,4,0,False,93.994,4.856,False,2022-05-20
2383,28,blue-collar,married,basic_9y,False,True,260,3,0,False,93.994,4.856,False,2022-05-26
2384,43,self-employed,single,professional_course,False,True,94,1,0,False,93.994,4.856,False,2022-05-20
2385,41,technician,single,professional_course,False,True,122,1,0,False,93.994,4.856,False,2022-05-01
2386,54,technician,married,professional_course,False,False,334,1,0,False,93.994,4.856,False,2022-05-19
2387,53,blue-collar,married,basic_9y,False,True,609,2,0,False,93.994,4.856,False,2022-05-29
2388,47,admin_,married,university_degree,False,False,202,1,0,False,93.994,4.856,False,2022-05-09
2389,47,admin_,married,university_degree,False,False,262,1,0,False,93.994,4.856,False,2022-05-03
2390,39,blue-collar,married,basic_9y,False,False,302,1,0,False,93.994,4.856,False,2022-05-20
2391,37,services,married,high_school,False,False,121,2,0,False,93.994,4.856,False,2022-05-08
2392,40,technician,married,professional_course,False,False,202,3,0,False,93.994,4.856,False,2022-05-25
2393,35,services,divorced,professional_course,False,False,806,1,0,False,93.994,4.856,False,2022-05-20
2394,56,admin_,divorced,,False,True,31,1,0,False,93.994,4.856,False,2022-05-27
2395,36,admin_,married,high_school,False,False,21,1,0,False,93.994,4.856,False,2022-05-29
2396,45,blue-collar,married,basic_4y,False,True,334,2,0,False,93.994,4.856,False,2022-05-03
2397,38,technician,single,university_degree,False,True,156,1,0,False,93.994,4.856,False,2022-05-22
2398,41,technician,married,professional_course,False,False,92,1,0,False,93.994,4.856,False,2022-05-02
2399,37,blue-collar,married,professional_course,False,False,128,2,0,False,93.994,4.856,False,2022-05-25
2400,45,admin_,single,university_degree,False,False,766,1,0,False,93.994,4.856,False,2022-05-03
2401,48,services,married,high_school,False,False,162,1,0,False,93.994,4.856,False,2022-05-13
2402,29,admin_,single,basic_9y,False,False,255,5,0,False,93.994,4.856,False,2022-05-29
2403,38,technician,single,university_degree,False,False,137,1,0,False,93.994,4.856,False,2022-05-21
2404,48,services,married,high_school,False,True,189,1,0,False,93.994,4.856,False,2022-05-10
2405,40,blue-collar,married,high_school,False,False,110,1,0,False,93.994,4.856,False,2022-05-18
2406,38,blue-collar,single,university_degree,False,True,395,2,0,False,93.994,4.856,True,2022-05-09
2407,42,blue-collar,married,basic_4y,False,False,135,1,0,False,93.994,4.856,False,2022-05-30
2408,32,blue-collar,married,basic_9y,False,False,102,4,0,False,93.994,4.856,False,2022-05-25
2409,56,admin_,married,,False,True,705,1,0,False,93.994,4.856,False,2022-05-20
2410,54,services,married,,False,False,192,1,0,False,93.994,4.856,False,2022-05-25
2411,60,retired,married,basic_4y,False,False,188,2,0,False,93.994,4.856,False,2022-05-31
2412,47,admin_,married,high_school,False,True,139,1,0,False,93.994,4.856,False,2022-05-16
2413,46,blue-collar,married,,False,False,131,1,0,False,93.994,4.856,False,2022-05-21
2414,42,admin_,single,high_school,False,False,65,1,0,False,93.994,4.856,False,2022-05-17
2415,55,blue-collar,married,basic_4y,False,True,266,2,0,False,93.994,4.856,False,2022-05-29
2416,37,services,married,high_school,False,True,76,1,0,False,93.994,4.856,False,2022-05-12
2417,38,technician,single,university_degree,False,False,1015,1,0,False,93.994,4.856,True,2022-05-24
2418,45,technician,married,university_degree,False,True,122,1,0,False,93.994,4.856,False,2022-05-06
2419,32,blue-collar,married,basic_6y,False,False,60,1,0,False,93.994,4.856,False,2022-05-30
2420,37,blue-collar,married,professional_course,False,True,111,3,0,False,93.994,4.856,False,2022-05-19
2421,30,technician,married,university_degree,False,True,683,2,0,False,93.994,4.856,True,2022-05-12
2422,36,blue-collar,married,high_school,False,False,100,1,0,False,93.994,4.856,False,2022-05-23
2423,48,admin_,married,high_school,False,False,82,1,0,False,93.994,4.856,False,2022-05-08
2424,51,admin_,single,basic_6y,False,False,470,1,0,False,93.994,4.856,True,2022-05-15
2425,46,housemaid,married,basic_4y,False,False,149,1,0,False,93.994,4.856,False,2022-05-25
2426,48,blue-collar,divorced,basic_4y,False,False,106,1,0,False,93.994,4.856,False,2022-05-12
2427,47,services,married,high_school,False,False,127,2,0,False,93.994,4.856,False,2022-05-25
2428,41,blue-collar,married,basic_4y,False,True,320,1,0,False,93.994,4.856,False,2022-05-21
2429,53,retired,single,professional_course,False,True,145,1,0,False,93.994,4.856,False,2022-05-05
2430,55,retired,married,basic_4y,False,True,129,1,0,False,93.994,4.856,False,2022-05-23
2431,44,management,married,university_degree,False,False,730,1,0,False,93.994,4.856,False,2022-05-19
2432,48,blue-collar,married,basic_4y,False,True,36,1,0,False,93.994,4.856,False,2022-05-08
2433,50,services,married,,False,False,521,1,0,False,93.994,4.856,False,2022-05-30
2434,34,blue-collar,married,basic_9y,False,False,95,3,0,False,93.994,4.856,False,2022-05-02
2435,38,entrepreneur,married,basic_9y,False,False,120,1,0,False,93.994,4.856,False,2022-05-26
2436,42,unemployed,single,university_degree,False,False,349,1,0,False,93.994,4.856,False,2022-05-24
2437,57,retired,married,university_degree,False,True,768,1,0,False,93.994,4.856,False,2022-05-08
2438,58,blue-collar,divorced,basic_4y,False,True,277,1,0,False,93.994,4.856,False,2022-05-11
2439,48,management,married,university_degree,False,True,289,1,0,False,93.994,4.856,False,2022-05-31
2440,32,admin_,divorced,high_school,False,False,473,1,0,False,93.994,4.856,False,2022-05-26
2441,35,admin_,single,university_degree,False,False,133,1,0,False,93.994,4.856,False,2022-05-12
2442,55,retired,married,basic_6y,False,False,129,1,0,False,93.994,4.856,False,2022-05-18
2443,47,blue-collar,married,basic_4y,False,True,386,2,0,False,93.994,4.856,False,2022-05-30
2444,31,services,married,basic_6y,False,False,1001,4,0,False,93.994,4.856,True,2022-05-16
2445,38,technician,married,professional_course,False,True,76,1,0,False,93.994,4.856,False,2022-05-14
2446,49,self-employed,married,professional_course,False,True,214,1,0,False,93.994,4.856,False,2022-05-23
2447,33,self-employed,divorced,basic_9y,False,True,355,1,0,False,93.994,4.856,False,2022-05-19
2448,27,admin_,single,university_degree,False,True,194,2,0,False,93.994,4.856,False,2022-05-13
2449,45,technician,married,university_degree,False,True,845,1,0,False,93.994,4.856,True,2022-05-27
2450,34,management,divorced,university_degree,False,True,208,1,0,False,93.994,4.856,False,2022-05-31
2451,38,blue-collar,married,basic_4y,False,True,173,1,0,False,93.994,4.856,False,2022-05-25
2452,45,technician,single,professional_course,False,False,113,2,0,False,93.994,4.856,False,2022-05-11
2453,28,admin_,single,,False,False,109,2,0,False,93.994,4.856,False,2022-05-29
2454,54,blue-collar,married,basic_4y,False,False,853,1,0,False,93.994,4.856,False,2022-05-21
2455,58,retired,married,professional_course,False,False,518,1,0,False,93.994,4.856,False,2022-05-22
2456,48,blue-collar,married,,False,False,124,2,0,False,93.994,4.856,False,2022-05-27
2457,57,admin_,divorced,basic_9y,False,False,452,2,0,False,93.994,4.856,False,2022-05-05
2458,28,admin_,married,university_degree,False,False,203,2,0,False,93.994,4.856,False,2022-05-08
2459,49,blue-collar,married,basic_9y,False,False,813,2,0,False,93.994,4.856,False,2022-05-13
2460,60,retired,married,university_degree,False,False,81,1,0,False,93.994,4.856,False,2022-05-18
2461,39,services,divorced,basic_9y,False,False,93,1,0,False,93.994,4.856,False,2022-05-15
2462,40,self-employed,married,professional_course,False,False,119,1,0,False,93.994,4.856,False,2022-05-11
2463,58,unknown,married,basic_4y,False,False,295,3,0,False,93.994,4.856,False,2022-05-06
2464,36,blue-collar,married,basic_9y,False,False,296,1,0,False,93.994,4.856,False,2022-05-09
2465,59,retired,married,university_degree,False,False,916,2,0,False,93.994,4.856,False,2022-05-17
2466,42,admin_,married,basic_6y,False,False,60,2,0,False,93.994,4.856,False,2022-05-23
2467,35,student,single,university_degree,False,False,443,1,0,False,93.994,4.856,False,2022-05-03
2468,42,blue-collar,divorced,high_school,False,False,225,2,0,False,93.994,4.856,False,2022-05-13
2469,37,blue-collar,married,high_school,False,True,262,2,0,False,93.994,4.856,False,2022-05-13
2470,49,blue-collar,married,basic_4y,False,False,431,2,0,False,93.994,4.856,False,2022-05-20
2471,39,blue-collar,married,basic_9y,False,True,358,2,0,False,93.994,4.856,False,2022-05-15
2472,46,blue-collar,married,basic_9y,False,False,565,2,0,False,93.994,4.856,False,2022-05-09
2473,36,admin_,married,high_school,False,False,753,6,0,False,93.994,4.856,True,2022-05-10
2474,35,technician,married,professional_course,False,False,103,3,0,False,93.994,4.856,False,2022-05-07
2475,51,blue-collar,married,basic_4y,False,False,708,2,0,False,93.994,4.856,False,2022-05-08
2476,40,blue-collar,divorced,basic_9y,False,True,265,1,0,False,93.994,4.856,False,2022-05-22
2477,32,blue-collar,married,basic_9y,False,True,255,2,0,False,93.994,4.856,False,2022-05-22
2478,42,admin_,divorced,university_degree,False,False,434,2,0,False,93.994,4.856,False,2022-05-06
2479,25,admin_,single,university_degree,False,False,59,1,0,False,93.994,4.856,False,2022-05-26
2480,46,blue-collar,married,basic_6y,False,True,305,1,0,False,93.994,4.856,False,2022-05-26
2481,42,admin_,married,basic_6y,False,False,155,2,0,False,93.994,4.856,False,2022-05-31
2482,47,management,married,basic_4y,False,True,805,2,0,False,93.994,4.856,False,2022-05-25
2483,56,admin_,married,high_school,False,False,242,1,0,False,93.994,4.856,False,2022-05-28
2484,27,blue-collar,married,basic_4y,False,False,19,9,0,False,93.994,4.856,False,2022-05-19
2485,47,housemaid,married,university_degree,False,False,93,6,0,False,93.994,4.856,False,2022-05-04
2486,30,management,single,university_degree,False,True,211,3,0,False,93.994,4.856,False,2022-05-11
2487,48,admin_,divorced,high_school,False,False,31,2,0,False,93.994,4.856,False,2022-05-22
2488,45,management,married,,False,True,213,5,0,False,93.994,4.856,False,2022-05-29
2489,58,retired,married,high_school,False,True,104,2,0,False,93.994,4.856,False,2022-05-14
2490,39,blue-collar,married,basic_9y,False,True,342,3,0,False,93.994,4.856,False,2022-05-02
2491,54,admin_,married,university_degree,False,False,172,2,0,False,93.994,4.856,False,2022-05-01
2492,33,management,single,university_degree,False,True,160,3,0,False,93.994,4.856,False,2022-05-22
2493,58,retired,divorced,professional_course,False,True,535,2,0,False,93.994,4.856,False,2022-05-11
2494,39,admin_,married,high_school,False,True,514,5,0,False,93.994,4.856,False,2022-05-27
2495,49,self-employed,married,professional_course,False,True,276,1,0,False,93.994,4.856,False,2022-05-10
2496,33,blue-collar,married,basic_9y,False,False,176,3,0,False,93.994,4.856,False,2022-05-23
2497,40,housemaid,divorced,,False,False,20,1,0,False,93.994,4.856,False,2022-05-01
2498,49,services,married,high_school,False,True,161,1,0,False,93.994,4.856,False,2022-05-04
2499,50,housemaid,single,,False,True,473,1,0,False,93.994,4.856,False,2022-05-01
2500,40,blue-collar,single,basic_9y,False,False,245,4,0,False,93.994,4.856,False,2022-05-27
2501,50,services,married,,False,False,144,1,0,False,93.994,4.856,False,2022-05-02
2502,30,technician,married,university_degree,False,False,123,1,0,False,93.994,4.856,False,2022-05-25
2503,32,admin_,married,university_degree,False,True,93,2,0,False,93.994,4.856,False,2022-05-02
2504,59,retired,married,basic_4y,False,False,188,3,0,False,93.994,4.856,False,2022-05-26
2505,53,technician,married,professional_course,False,False,332,1,0,False,93.994,4.856,False,2022-05-30
2506,43,admin_,divorced,basic_9y,False,False,178,2,0,False,93.994,4.856,False,2022-05-11
2507,48,self-employed,married,basic_9y,False,True,318,2,0,False,93.994,4.856,False,2022-05-01
2508,47,unknown,divorced,basic_4y,False,False,94,1,0,False,93.994,4.856,False,2022-05-04
2509,53,blue-collar,married,basic_9y,False,True,139,2,0,False,93.994,4.856,False,2022-05-14
2510,37,admin_,married,high_school,False,False,152,1,0,False,93.994,4.856,False,2022-05-22
2511,26,services,single,high_school,False,True,188,1,0,False,93.994,4.856,False,2022-05-13
2512,38,technician,single,professional_course,False,True,94,2,0,False,93.994,4.856,False,2022-05-05
2513,36,admin_,married,university_degree,False,False,54,3,0,False,93.994,4.856,False,2022-05-21
2514,45,admin_,married,basic_9y,False,True,29,1,0,False,93.994,4.856,False,2022-05-08
2515,47,technician,married,basic_9y,False,True,271,1,0,False,93.994,4.856,False,2022-05-04
2516,36,technician,married,professional_course,False,False,95,1,0,False,93.994,4.856,False,2022-05-04
2517,47,technician,married,basic_9y,False,False,227,1,0,False,93.994,4.856,False,2022-05-16
2518,31,management,married,university_degree,False,False,190,1,0,False,93.994,4.856,False,2022-05-01
2519,29,blue-collar,married,basic_6y,False,False,60,1,0,False,93.994,4.856,False,2022-05-06
2520,42,technician,single,,False,False,162,4,0,False,93.994,4.856,False,2022-05-11
2521,41,services,married,basic_9y,False,True,296,1,0,False,93.994,4.856,False,2022-05-14
2522,27,technician,single,professional_course,False,True,125,1,0,False,93.994,4.856,False,2022-05-18
2523,35,admin_,single,high_school,False,True,78,3,0,False,93.994,4.856,False,2022-05-23
2524,49,blue-collar,married,basic_4y,False,True,67,2,0,False,93.994,4.856,False,2022-05-07
2525,45,blue-collar,married,basic_4y,False,False,93,1,0,False,93.994,4.856,False,2022-05-03
2526,50,technician,married,basic_6y,False,True,119,2,0,False,93.994,4.856,False,2022-05-18
2527,49,blue-collar,married,basic_9y,False,True,3,1,0,False,93.994,4.856,False,2022-05-19
2528,27,blue-collar,married,basic_9y,False,True,297,3,0,False,93.994,4.856,False,2022-05-21
2529,58,retired,married,professional_course,False,False,179,1,0,False,93.994,4.856,False,2022-05-23
2530,39,services,married,high_school,False,False,342,2,0,False,93.994,4.856,False,2022-05-06
2531,41,technician,married,basic_9y,False,True,420,1,0,False,93.994,4.856,False,2022-05-30
2532,45,services,married,high_school,False,True,378,1,0,False,93.994,4.856,False,2022-05-15
2533,48,blue-collar,married,basic_4y,False,True,190,1,0,False,93.994,4.856,False,2022-05-21
2534,46,admin_,divorced,high_school,False,True,354,2,0,False,93.994,4.856,False,2022-05-02
2535,49,blue-collar,married,basic_4y,False,False,190,1,0,False,93.994,4.856,False,2022-05-05
2536,33,services,married,high_school,False,False,131,1,0,False,93.994,4.856,False,2022-05-10
2537,46,blue-collar,married,basic_4y,False,False,367,1,0,False,93.994,4.856,False,2022-05-16
2538,51,retired,married,basic_4y,False,True,394,1,0,False,93.994,4.856,False,2022-05-24
2539,43,admin_,married,high_school,False,True,91,2,0,False,93.994,4.856,False,2022-05-03
2540,51,admin_,married,high_school,False,False,280,1,0,False,93.994,4.856,False,2022-05-25
2541,43,blue-collar,married,basic_9y,False,False,768,2,0,False,93.994,4.856,False,2022-05-31
2542,38,blue-collar,married,basic_6y,False,False,184,1,0,False,93.994,4.856,False,2022-05-26
2543,56,unemployed,married,basic_9y,False,False,43,2,0,False,93.994,4.856,False,2022-05-09
2544,34,services,married,high_school,False,True,108,2,0,False,93.994,4.856,False,2022-05-20
2545,35,admin_,single,university_degree,False,True,195,2,0,False,93.994,4.856,False,2022-05-12
2546,45,admin_,married,basic_9y,False,True,109,1,0,False,93.994,4.856,False,2022-05-18
2547,43,technician,married,basic_9y,False,False,226,1,0,False,93.994,4.856,False,2022-05-05
2548,47,services,divorced,high_school,False,False,299,3,0,False,93.994,4.856,False,2022-05-13
2549,49,unknown,married,,False,False,192,1,0,False,93.994,4.856,False,2022-05-29
2550,36,housemaid,married,high_school,False,False,141,4,0,False,93.994,4.856,False,2022-05-07
2551,35,services,married,high_school,False,True,87,1,0,False,93.994,4.856,False,2022-05-23
2552,27,blue-collar,married,basic_9y,False,False,169,2,0,False,93.994,4.856,False,2022-05-25
2553,54,retired,married,high_school,False,False,119,10,0,False,93.994,4.856,False,2022-05-11
2554,31,admin_,married,high_school,False,True,101,13,0,False,93.994,4.856,False,2022-05-21
2555,33,blue-collar,married,basic_4y,False,False,210,1,0,False,93.994,4.856,False,2022-05-22
2556,29,management,married,university_degree,False,False,129,4,0,False,93.994,4.856,False,2022-05-17
2557,40,blue-collar,married,basic_6y,False,True,481,3,0,False,93.994,4.856,False,2022-05-14
2558,36,admin_,married,university_degree,False,False,215,1,0,False,93.994,4.856,False,2022-05-17
2559,51,entrepreneur,married,basic_9y,False,True,142,2,0,False,93.994,4.856,False,2022-05-23
2560,39,technician,married,professional_course,False,False,411,2,0,False,93.994,4.856,False,2022-05-26
2561,36,management,married,university_degree,False,False,93,1,0,False,93.994,4.856,False,2022-05-06
2562,30,services,single,high_school,False,False,65,1,0,False,93.994,4.856,False,2022-05-10
2563,36,blue-collar,divorced,high_school,False,False,531,2,0,False,93.994,4.856,False,2022-05-12
2564,37,technician,married,professional_course,False,False,34,4,0,False,93.994,4.856,False,2022-05-25
2565,46,housemaid,married,basic_4y,False,False,788,3,0,False,93.994,4.856,False,2022-05-10
2566,44,blue-collar,married,,False,False,431,1,0,False,93.994,4.856,False,2022-05-04
